ID,Name,Category,Type,Destination,Area,Price,Rating,Description
1816,Mountain Nest 792,Homestay,Stay,Gangtok,MG Marg,5404 INR,4.2,Homestay in Gangtok with great experience
1817,Tea Garden Resort 738,Resort,Stay,Dooars,Tea Garden,7509 INR,4.2,Resort in Dooars with great experience
1818,Himalayan Dine 17,Restaurant,Food,Gangtok,MG Marg,482 INR,3.1,Restaurant in Gangtok with great experience
1819,Peak Residency 59,Hotel,Stay,Dooars,City Center,1583 INR,3.9,Hotel in Dooars with great experience
1820,Luxury Hills Resort 923,Resort,Stay,Darjeeling,Hill View,3253 INR,3.6,Resort in Darjeeling with great experience
1821,Monastery 957,Attraction,Experience,Kurseong,Tea Garden,,3.3,Attraction in Kurseong with great experience
1822,Mountain Nest 224,Homestay,Stay,Lava,City Center,6588 INR,3.3,Homestay in Lava with great experience
1823,Luxury Hills Resort 894,Resort,Stay,Mirik,City Center,2325 INR,3.3,Resort in Mirik with great experience
1824,Monastery 836,Attraction,Experience,Darjeeling,Mall Road,,3.9,Attraction in Darjeeling with great experience
1825,Luxury Hills Resort 538,Resort,Stay,Darjeeling,City Center,878 INR,3.2,Resort in Darjeeling with great experience
1826,Winter Hub 826,Clothing Store,Shopping,Mirik,Tea Garden,,4.4,Clothing Store in Mirik with great experience
1827,Peak Residency 699,Hotel,Stay,Darjeeling,Tea Garden,4324 INR,4.2,Hotel in Darjeeling with great experience
1828,Hill Stay Inn 771,Hotel,Stay,Lava,Forest Area,1603 INR,3.7,Hotel in Lava with great experience
1829,Food Valley 663,Restaurant,Food,Dooars,Tea Garden,865 INR,3.2,Restaurant in Dooars with great experience
1830,Boating 139,Activity,Experience,Mirik,Tea Garden,,4.0,Activity in Mirik with great experience
1831,Cloud9 Cafe 734,Cafe,Food,Darjeeling,Hill View,459 INR,3.4,Cafe in Darjeeling with great experience
1832,Trekking 101,Activity,Experience,Darjeeling,Mall Road,,4.5,Activity in Darjeeling with great experience
1833,View Point 55,Attraction,Experience,Gangtok,MG Marg,,4.0,Attraction in Gangtok with great experience
1834,Mountain Nest 346,Homestay,Stay,Kurseong,Mall Road,7580 INR,3.9,Homestay in Kurseong with great experience
1835,Peak Residency 610,Hotel,Stay,Lava,Forest Area,3111 INR,4.1,Hotel in Lava with great experience
1836,Lake 936,Attraction,Experience,Gangtok,City Center,,4.6,Attraction in Gangtok with great experience
1837,Himalayan Dine 796,Restaurant,Food,Gangtok,MG Marg,187 INR,3.3,Restaurant in Gangtok with great experience
1838,Cloud9 Cafe 412,Cafe,Food,Darjeeling,City Center,899 INR,4.1,Cafe in Darjeeling with great experience
1839,Boating 635,Activity,Experience,Mirik,Mall Road,,3.0,Activity in Mirik with great experience
1840,Taste of Hills 150,Restaurant,Food,Mirik,Tea Garden,835 INR,3.8,Restaurant in Mirik with great experience
1841,Luxury Hills Resort 3,Resort,Stay,Darjeeling,Mall Road,3530 INR,4.7,Resort in Darjeeling with great experience
1842,Luxury Hills Resort 868,Resort,Stay,Kalimpong,City Center,4372 INR,4.8,Resort in Kalimpong with great experience
1843,Hotel Green View 173,Hotel,Stay,Kurseong,Hill View,5682 INR,3.5,Hotel in Kurseong with great experience
1844,Peak Residency 78,Hotel,Stay,Gangtok,City Center,2205 INR,4.0,Hotel in Gangtok with great experience
1845,Boating 175,Activity,Experience,Mirik,Mall Road,,4.4,Activity in Mirik with great experience
1846,Boating 788,Activity,Experience,Mirik,Tea Garden,,3.9,Activity in Mirik with great experience
1847,Monastery 677,Attraction,Experience,Gangtok,MG Marg,,4.8,Attraction in Gangtok with great experience
1848,Luxury Hills Resort 746,Resort,Stay,Kurseong,Forest Area,5079 INR,3.3,Resort in Kurseong with great experience
1849,Forest Resort 513,Resort,Stay,Darjeeling,Forest Area,1324 INR,4.5,Resort in Darjeeling with great experience
1850,Waterfall 46,Attraction,Experience,Dooars,Forest Area,,3.8,Attraction in Dooars with great experience
1851,Valley View Stay 188,Homestay,Stay,Kalimpong,City Center,4139 INR,4.7,Homestay in Kalimpong with great experience
1852,Mountain Brew 289,Cafe,Food,Kurseong,Mall Road,989 INR,4.1,Cafe in Kurseong with great experience
1853,Toy Train Ride 680,Activity,Experience,Darjeeling,Tea Garden,,3.3,Activity in Darjeeling with great experience
1854,Hotel Green View 267,Hotel,Stay,Darjeeling,Forest Area,5857 INR,3.6,Hotel in Darjeeling with great experience
1855,Trekking 283,Activity,Experience,Gangtok,MG Marg,,4.1,Activity in Gangtok with great experience
1856,Boating 726,Activity,Experience,Mirik,Tea Garden,,3.4,Activity in Mirik with great experience
1857,Cloud9 Cafe 531,Cafe,Food,Dooars,Tea Garden,311 INR,4.3,Cafe in Dooars with great experience
1858,Valley View Stay 633,Homestay,Stay,Darjeeling,Mall Road,1435 INR,3.9,Homestay in Darjeeling with great experience
1859,Skyline Hotel 488,Hotel,Stay,Darjeeling,Forest Area,6231 INR,3.1,Hotel in Darjeeling with great experience
1860,Winter Hub 549,Clothing Store,Shopping,Kalimpong,Mall Road,,3.3,Clothing Store in Kalimpong with great experience
1861,Trekking 101,Activity,Experience,Gangtok,Hill View,,4.3,Activity in Gangtok with great experience
1862,Taste of Hills 404,Restaurant,Food,Gangtok,Hill View,594 INR,3.8,Restaurant in Gangtok with great experience
1863,Mountain Brew 625,Cafe,Food,Dooars,Forest Area,857 INR,4.7,Cafe in Dooars with great experience
1864,Winter Hub 780,Clothing Store,Shopping,Gangtok,Hill View,,4.4,Clothing Store in Gangtok with great experience
1865,Luxury Hills Resort 636,Resort,Stay,Kalimpong,Forest Area,2625 INR,4.9,Resort in Kalimpong with great experience
1866,Himalayan Dine 528,Restaurant,Food,Gangtok,MG Marg,816 INR,4.9,Restaurant in Gangtok with great experience
1867,Forest Resort 117,Resort,Stay,Darjeeling,Tea Garden,5426 INR,4.6,Resort in Darjeeling with great experience
1868,Mountain Style 691,Clothing Store,Shopping,Darjeeling,Mall Road,,4.7,Clothing Store in Darjeeling with great experience
1869,Peak Residency 728,Hotel,Stay,Kurseong,City Center,5951 INR,4.7,Hotel in Kurseong with great experience
1870,Skyline Hotel 274,Hotel,Stay,Darjeeling,Mall Road,4661 INR,3.4,Hotel in Darjeeling with great experience
1871,Hotel Green View 137,Hotel,Stay,Gangtok,MG Marg,923 INR,3.2,Hotel in Gangtok with great experience
1872,Himalayan Dine 431,Restaurant,Food,Kurseong,Mall Road,890 INR,4.3,Restaurant in Kurseong with great experience
1873,Food Valley 577,Restaurant,Food,Kalimpong,Hill View,817 INR,3.7,Restaurant in Kalimpong with great experience
1874,Himalayan Wear 617,Clothing Store,Shopping,Mirik,City Center,,4.6,Clothing Store in Mirik with great experience
1875,Hill Stay Inn 211,Hotel,Stay,Dooars,Forest Area,3251 INR,3.1,Hotel in Dooars with great experience
1876,Valley View Stay 665,Homestay,Stay,Darjeeling,Mall Road,6131 INR,4.8,Homestay in Darjeeling with great experience
1877,Boating 112,Activity,Experience,Mirik,Hill View,,4.3,Activity in Mirik with great experience
1878,Forest Resort 512,Resort,Stay,Kalimpong,Mall Road,4944 INR,4.9,Resort in Kalimpong with great experience
1879,Valley View Stay 54,Homestay,Stay,Kurseong,City Center,3957 INR,3.1,Homestay in Kurseong with great experience
1880,Pahari Homestay 918,Homestay,Stay,Dooars,Forest Area,4552 INR,3.6,Homestay in Dooars with great experience
1881,Himalayan Dine 752,Restaurant,Food,Darjeeling,Mall Road,249 INR,4.2,Restaurant in Darjeeling with great experience
1882,Lake 619,Attraction,Experience,Kurseong,City Center,,4.1,Attraction in Kurseong with great experience
1883,Waterfall 96,Attraction,Experience,Kurseong,Mall Road,,3.9,Attraction in Kurseong with great experience
1884,Himalayan Wear 370,Clothing Store,Shopping,Darjeeling,Mall Road,,4.5,Clothing Store in Darjeeling with great experience
1885,Tea Garden Resort 702,Resort,Stay,Gangtok,MG Marg,5216 INR,4.4,Resort in Gangtok with great experience
1886,Valley View Stay 325,Homestay,Stay,Mirik,Tea Garden,6439 INR,4.2,Homestay in Mirik with great experience
1887,Skyline Hotel 890,Hotel,Stay,Darjeeling,Hill View,6642 INR,4.2,Hotel in Darjeeling with great experience
1888,Spice Route 34,Restaurant,Food,Mirik,City Center,410 INR,4.3,Restaurant in Mirik with great experience
1889,Waterfall 604,Attraction,Experience,Kurseong,Tea Garden,,3.0,Attraction in Kurseong with great experience
1890,Skyline Hotel 138,Hotel,Stay,Dooars,Tea Garden,7075 INR,3.8,Hotel in Dooars with great experience
1891,Trekking 604,Activity,Experience,Darjeeling,Mall Road,,4.3,Activity in Darjeeling with great experience
1892,Food Valley 716,Restaurant,Food,Kalimpong,Forest Area,645 INR,4.4,Restaurant in Kalimpong with great experience
1893,Trekking 289,Activity,Experience,Darjeeling,Mall Road,,4.7,Activity in Darjeeling with great experience
1894,Tea Garden Resort 14,Resort,Stay,Kalimpong,City Center,1293 INR,3.2,Resort in Kalimpong with great experience
1895,Spice Route 451,Restaurant,Food,Darjeeling,Mall Road,341 INR,4.8,Restaurant in Darjeeling with great experience
1896,Hill Stay Inn 367,Hotel,Stay,Darjeeling,City Center,6272 INR,4.8,Hotel in Darjeeling with great experience
1897,Toy Train Ride 286,Activity,Experience,Darjeeling,Tea Garden,,4.0,Activity in Darjeeling with great experience
1898,Mountain Nest 539,Homestay,Stay,Gangtok,MG Marg,5914 INR,4.0,Homestay in Gangtok with great experience
1899,Waterfall 948,Attraction,Experience,Kalimpong,City Center,,3.4,Attraction in Kalimpong with great experience
1900,Mountain Nest 471,Homestay,Stay,Mirik,City Center,4487 INR,3.3,Homestay in Mirik with great experience
1901,Safari 746,Activity,Experience,Dooars,Mall Road,,4.2,Activity in Dooars with great experience
1902,Lake 862,Attraction,Experience,Gangtok,MG Marg,,4.5,Attraction in Gangtok with great experience
1903,View Point 394,Attraction,Experience,Darjeeling,City Center,,4.4,Attraction in Darjeeling with great experience
1904,Skyline Hotel 739,Hotel,Stay,Mirik,Tea Garden,7165 INR,3.8,Hotel in Mirik with great experience
1905,Sunrise Coffee 776,Cafe,Food,Kurseong,Mall Road,568 INR,3.0,Cafe in Kurseong with great experience
1906,Himalayan Dine 846,Restaurant,Food,Kurseong,City Center,238 INR,4.4,Restaurant in Kurseong with great experience
1907,Spice Route 677,Restaurant,Food,Darjeeling,Mall Road,750 INR,4.0,Restaurant in Darjeeling with great experience
1908,Taste of Hills 712,Restaurant,Food,Kurseong,Forest Area,186 INR,4.8,Restaurant in Kurseong with great experience
1909,Valley View Stay 224,Homestay,Stay,Gangtok,MG Marg,6429 INR,4.3,Homestay in Gangtok with great experience
1910,Mountain Nest 75,Homestay,Stay,Gangtok,MG Marg,7156 INR,4.3,Homestay in Gangtok with great experience
1911,Peak Residency 303,Hotel,Stay,Kurseong,Hill View,5148 INR,4.9,Hotel in Kurseong with great experience
1912,Cafe Aroma 665,Cafe,Food,Mirik,Hill View,782 INR,4.8,Cafe in Mirik with great experience
1913,Himalayan Dine 913,Restaurant,Food,Darjeeling,Tea Garden,840 INR,4.3,Restaurant in Darjeeling with great experience
1914,Waterfall 533,Attraction,Experience,Gangtok,MG Marg,,4.5,Attraction in Gangtok with great experience
1915,Mountain Nest 3,Homestay,Stay,Darjeeling,Mall Road,994 INR,3.2,Homestay in Darjeeling with great experience
1916,Himalayan Wear 165,Clothing Store,Shopping,Darjeeling,Mall Road,,4.9,Clothing Store in Darjeeling with great experience
1917,Valley View Stay 151,Homestay,Stay,Gangtok,MG Marg,4640 INR,4.0,Homestay in Gangtok with great experience
1918,Winter Hub 420,Clothing Store,Shopping,Mirik,Tea Garden,,5.0,Clothing Store in Mirik with great experience
1919,Cloud9 Cafe 672,Cafe,Food,Darjeeling,Mall Road,289 INR,4.8,Cafe in Darjeeling with great experience
1920,Sunrise Coffee 525,Cafe,Food,Darjeeling,Tea Garden,828 INR,4.6,Cafe in Darjeeling with great experience
1921,Sunrise Coffee 86,Cafe,Food,Gangtok,MG Marg,316 INR,3.5,Cafe in Gangtok with great experience
1922,Himalayan Wear 489,Clothing Store,Shopping,Kurseong,Hill View,,3.1,Clothing Store in Kurseong with great experience
1923,Mountain Style 174,Clothing Store,Shopping,Gangtok,MG Marg,,3.3,Clothing Store in Gangtok with great experience
1924,Skyline Hotel 586,Hotel,Stay,Darjeeling,Tea Garden,1077 INR,3.9,Hotel in Darjeeling with great experience
1925,Food Valley 362,Restaurant,Food,Lava,City Center,698 INR,4.1,Restaurant in Lava with great experience
1926,Mountain Style 376,Clothing Store,Shopping,Kalimpong,City Center,,3.8,Clothing Store in Kalimpong with great experience
1927,Mountain Nest 999,Homestay,Stay,Darjeeling,Hill View,3942 INR,4.2,Homestay in Darjeeling with great experience
1928,Pahari Homestay 201,Homestay,Stay,Darjeeling,Tea Garden,7110 INR,4.2,Homestay in Darjeeling with great experience
1929,Forest Resort 38,Resort,Stay,Darjeeling,Mall Road,3611 INR,4.5,Resort in Darjeeling with great experience
1930,Waterfall 351,Attraction,Experience,Dooars,Tea Garden,,4.4,Attraction in Dooars with great experience
1931,Taste of Hills 804,Restaurant,Food,Mirik,City Center,705 INR,4.2,Restaurant in Mirik with great experience
1932,Himalayan Dine 287,Restaurant,Food,Mirik,City Center,374 INR,4.4,Restaurant in Mirik with great experience
1933,Hilltop Cafe 361,Cafe,Food,Darjeeling,Tea Garden,237 INR,4.9,Cafe in Darjeeling with great experience
1934,Monastery 311,Attraction,Experience,Gangtok,MG Marg,,4.7,Attraction in Gangtok with great experience
1935,Sunrise Coffee 81,Cafe,Food,Gangtok,MG Marg,667 INR,5.0,Cafe in Gangtok with great experience
1936,Safari 651,Activity,Experience,Dooars,Tea Garden,,4.4,Activity in Dooars with great experience
1937,Monastery 957,Attraction,Experience,Gangtok,MG Marg,,3.4,Attraction in Gangtok with great experience
1938,Pahari Homestay 454,Homestay,Stay,Darjeeling,Mall Road,6570 INR,3.4,Homestay in Darjeeling with great experience
1939,View Point 800,Attraction,Experience,Dooars,Forest Area,,4.9,Attraction in Dooars with great experience
1940,Taste of Hills 940,Restaurant,Food,Darjeeling,City Center,465 INR,4.8,Restaurant in Darjeeling with great experience
1941,Spice Route 824,Restaurant,Food,Gangtok,City Center,514 INR,4.4,Restaurant in Gangtok with great experience
1942,Tea Garden Resort 900,Resort,Stay,Lava,City Center,5357 INR,4.1,Resort in Lava with great experience
1943,Hotel Green View 8,Hotel,Stay,Darjeeling,Forest Area,1795 INR,4.3,Hotel in Darjeeling with great experience
1944,Tea Garden Resort 831,Resort,Stay,Mirik,Hill View,2574 INR,4.0,Resort in Mirik with great experience
1945,Hill Stay Inn 541,Hotel,Stay,Kurseong,Hill View,5825 INR,4.8,Hotel in Kurseong with great experience
1946,Boating 197,Activity,Experience,Mirik,Mall Road,,3.5,Activity in Mirik with great experience
1947,Food Valley 829,Restaurant,Food,Darjeeling,Mall Road,241 INR,3.5,Restaurant in Darjeeling with great experience
1948,Taste of Hills 666,Restaurant,Food,Kurseong,Tea Garden,653 INR,3.2,Restaurant in Kurseong with great experience
1949,Cloud9 Cafe 604,Cafe,Food,Darjeeling,Hill View,229 INR,4.1,Cafe in Darjeeling with great experience
1950,Toy Train Ride 100,Activity,Experience,Darjeeling,City Center,,3.3,Activity in Darjeeling with great experience
1951,Toy Train Ride 174,Activity,Experience,Darjeeling,Tea Garden,,3.4,Activity in Darjeeling with great experience
1952,Mountain Brew 449,Cafe,Food,Darjeeling,Mall Road,529 INR,3.8,Cafe in Darjeeling with great experience
1953,Safari 726,Activity,Experience,Dooars,City Center,,3.1,Activity in Dooars with great experience
1954,Lake 216,Attraction,Experience,Gangtok,MG Marg,,3.4,Attraction in Gangtok with great experience
1955,View Point 558,Attraction,Experience,Darjeeling,Hill View,,3.3,Attraction in Darjeeling with great experience
1956,Hill Stay Inn 203,Hotel,Stay,Darjeeling,Tea Garden,4189 INR,3.6,Hotel in Darjeeling with great experience
1957,Mountain Nest 639,Homestay,Stay,Gangtok,MG Marg,1607 INR,4.6,Homestay in Gangtok with great experience
1958,Valley View Stay 88,Homestay,Stay,Dooars,Forest Area,1622 INR,5.0,Homestay in Dooars with great experience
1959,Pahari Homestay 640,Homestay,Stay,Kalimpong,Mall Road,1882 INR,3.5,Homestay in Kalimpong with great experience
1960,Forest Resort 304,Resort,Stay,Kalimpong,City Center,7534 INR,4.9,Resort in Kalimpong with great experience
1961,Lake 707,Attraction,Experience,Darjeeling,Tea Garden,,4.7,Attraction in Darjeeling with great experience
1962,Himalayan Wear 874,Clothing Store,Shopping,Gangtok,City Center,,3.5,Clothing Store in Gangtok with great experience
1963,Cafe Aroma 328,Cafe,Food,Darjeeling,Hill View,908 INR,4.4,Cafe in Darjeeling with great experience
1964,Hotel Green View 851,Hotel,Stay,Kalimpong,Hill View,1406 INR,4.7,Hotel in Kalimpong with great experience
1965,Pahari Homestay 618,Homestay,Stay,Darjeeling,Mall Road,5870 INR,3.4,Homestay in Darjeeling with great experience
1966,Lake 294,Attraction,Experience,Kurseong,City Center,,4.0,Attraction in Kurseong with great experience
1967,Valley View Stay 912,Homestay,Stay,Lava,Hill View,1791 INR,4.9,Homestay in Lava with great experience
1968,View Point 774,Attraction,Experience,Dooars,Tea Garden,,4.0,Attraction in Dooars with great experience
1969,Hotel Green View 90,Hotel,Stay,Kalimpong,Forest Area,1928 INR,3.2,Hotel in Kalimpong with great experience
1970,Hotel Green View 505,Hotel,Stay,Darjeeling,Hill View,1878 INR,4.8,Hotel in Darjeeling with great experience
1971,Luxury Hills Resort 493,Resort,Stay,Gangtok,MG Marg,5756 INR,3.8,Resort in Gangtok with great experience
1972,Himalayan Wear 212,Clothing Store,Shopping,Gangtok,MG Marg,,3.6,Clothing Store in Gangtok with great experience
1973,Himalayan Dine 455,Restaurant,Food,Kalimpong,Hill View,495 INR,4.3,Restaurant in Kalimpong with great experience
1974,Mountain Brew 162,Cafe,Food,Kurseong,Hill View,798 INR,4.9,Cafe in Kurseong with great experience
1975,Pahari Homestay 223,Homestay,Stay,Gangtok,MG Marg,1306 INR,4.0,Homestay in Gangtok with great experience
